kind	offset	type	field	parent	default
64	0x02c8	u32	shape_type	map_collision_specialn_bullet	
64	0x02cc	f32	up	map_collision_specialn_bullet	1
64	0x02d0	f32	down	map_collision_specialn_bullet	-1
64	0x02d4	f32	half_width	map_collision_specialn_bullet	1
65	0x00c8	f32	ink_max	param_private	150
65	0x00cc	f32	charge_ink	param_private	1.5
65	0x00d0	i32	charge_ink_max_frame	param_private	180
65	0x00d4	i32	sub_ink_attack_100_frame	param_private	2
65	0x00d8	f32	sub_ink_attack_100	param_private	2
65	0x00dc	f32	sub_ink_attack_s4	param_private	10
65	0x00e0	f32	sub_ink_attack_hi4	param_private	30
65	0x00e4	f32	sub_ink_attack_lw4	param_private	20
65	0x00e8	f32	sub_ink_throw_f	param_private	10
65	0x00ec	f32	sub_ink_special_n	param_private	1.5
65	0x00f0	f32	sub_ink_special_lw	param_private	30
65	0x00f4	f32	sub_ink_special_s	param_private	3
65	0x00f8	f32	paint_life	param_private	300
65	0x00fc	i32	water_damage_interval	param_water_damage	20
65	0x0100	f32	water_damage	param_water_damage	0.330000013
65	0x0104	f32	water_damage_limit	param_water_damage	
65	0x0120	f32	erosion_rate	param_special_paint	0.699999988
65	0x0124	i32	revert_frame	param_special_paint	10
65	0x0158	u32	shape_type	map_collision_inkbullet	
65	0x015c	f32	up	map_collision_inkbullet	2
65	0x0160	f32	down	map_collision_inkbullet	-2
65	0x0164	f32	half_width	map_collision_inkbullet	2
65	0x01b0	u32	shape_type	map_collision_rollerink	
65	0x01b4	f32	center_y	map_collision_rollerink	0
65	0x01b8	f32	radius	map_collision_rollerink	1
65	0x0238	u32	shape_type	map_collision_splashbomb	
65	0x023c	f32	center_y	map_collision_splashbomb	0
65	0x0240	f32	radius	map_collision_splashbomb	1.5
65	0x0244	f32	speed_x_gg	jostle_data_splashbomb	0.5
65	0x0248	f32	speed_x_ga	jostle_data_splashbomb	0.5
65	0x024c	f32	speed_x_ag	jostle_data_splashbomb	0.5
65	0x0250	f32	speed_x_aa	jostle_data_splashbomb	0.5
65	0x0254	f32	speed_z	jostle_data_splashbomb	0.5
65	0x0258	f32	pos_z_max	jostle_data_splashbomb	3
65	0x025c	f32	center_x	jostle_data_splashbomb	0
65	0x0260	f32	center_y	jostle_data_splashbomb	0
65	0x0264	f32	width	jostle_data_splashbomb	5
65	0x0268	f32	height	jostle_data_splashbomb	5
65	0x026c	f32	push_speed	jostle_data_splashbomb	1
65	0x0288	f32	speed_x_gg	jostle_data_megaphonelaser	0.5
65	0x028c	f32	speed_x_ga	jostle_data_megaphonelaser	0.5
65	0x0290	f32	speed_x_ag	jostle_data_megaphonelaser	0.5
65	0x0294	f32	speed_x_aa	jostle_data_megaphonelaser	0.5
65	0x0298	f32	speed_z	jostle_data_megaphonelaser	0.5
65	0x029c	f32	pos_z_max	jostle_data_megaphonelaser	3
65	0x02a0	f32	center_x	jostle_data_megaphonelaser	2
65	0x02a4	f32	center_y	jostle_data_megaphonelaser	10
65	0x02a8	f32	width	jostle_data_megaphonelaser	18
65	0x02ac	f32	height	jostle_data_megaphonelaser	18
65	0x02b0	f32	push_speed	jostle_data_megaphonelaser	1
66	0x00f8	f32	dummy	param_private	0
66	0x0130	u32	shape_type	map_collision_breath	
66	0x0134	f32	center_y	map_collision_breath	0
66	0x0138	f32	radius	map_collision_breath	1
66	0x0188	f32	dash_speed_x	param_final	8.80000019
66	0x018c	f32	critical_camera_offset_y	param_final	
66	0x0190	i32	disable_cliff_stop_frame	param_final	8
66	0x0194	f32	dash_end_brake_x	param_final	0.25
66	0x0198	i32	hit_slow_mag	param_final	3
66	0x019c	i32	final_ready_frame	param_final	13
66	0x01a0	i32	add_damage_start_frame	param_final	10
66	0x01a4	i32	add_damage_frame	param_final	30
66	0x01a8	f32	add_damage	param_final	50
66	0x01ac	f32	target_distance	param_final	10
66	0x01b0	f32	target_dead_damage	param_final	99
66	0x01b4	f32	final_smash_degree	param_final	270
66	0x01b8	f32	final_end_rhombus_offset_y	param_final	-240
66	0x01bc	f32	gunship_offset_x	param_final	-100
66	0x01c0	f32	gunship_offset_y	param_final	0
66	0x01c4	f32	gunship_offset_z	param_final	-500
66	0x01c8	f32	gunship_scale	param_final	0.200000003
67	0x0140	f32	joint_length	physics_data_whip	1.79999995
67	0x0144	f32	air_resistance	physics_data_whip	0.100000001
67	0x0148	f32	water_resistance	physics_data_whip	0
67	0x014c	f32	collision_size	physics_data_whip	0.449999988
67	0x0150	f32	friction_rate	physics_data_whip	
67	0x0154	f32	inertial_mass	physics_data_whip	
67	0x0200	u32	shape_type	map_collision_cross	
67	0x0204	f32	center_y	map_collision_cross	0
67	0x0208	f32	radius	map_collision_cross	4.30000019
67	0x0270	f32	attack_air_stick_dir_hi_min	param_private	15
67	0x0274	f32	attack_air_stick_dir_hi_max	param_private	65
67	0x0278	f32	attack_air_stick_dir_lw_min	param_private	-65
67	0x027c	f32	attack_air_stick_dir_lw_max	param_private	-15
67	0x0280	f32	attack_lw32_motion_speed_mul	param_private	1
67	0x0284	i32	reflect_shield_rot_speed	param_private	55
67	0x0288	i32	attack_lw32_landing_frame	param_private	25
67	0x028c	f32	lasso_stake_offset_x	param_private	0.949999988
67	0x0290	f32	lasso_stake_offset_y	param_private	-1.58000004
67	0x0294	f32	lasso_raycheck_length	param_private	7
67	0x0298	f32	lasso_raycheck_angle	param_private	270
67	0x029c	f32	lasso_raycheck_length_2	param_private	5.5
67	0x02a0	f32	lasso_raycheck_angle_2	param_private	-30
67	0x02a4	f32	lasso_raycheck_length_3	param_private	5.5
67	0x02a8	f32	lasso_raycheck_angle_3	param_private	-60
67	0x02ac	f32	lasso_raycheck_length_4	param_private	5.5
67	0x02b0	f32	lasso_raycheck_angle_4	param_private	210
67	0x02b4	f32	lasso_raycheck_length_5	param_private	5.5
67	0x02b8	f32	lasso_raycheck_angle_5	param_private	240
67	0x02bc	f32	final_coffin_x	param_private	30
67	0x02c0	f32	final_coffin_y	param_private	0
67	0x02c4	f32	final_coffin_z	param_private	-5
67	0x02c8	f32	final_air_coffin_x	param_private	30
67	0x02cc	f32	final_air_coffin_y	param_private	-10
67	0x02d0	f32	final_air_coffin_z	param_private	-5
67	0x02d4	i32	sub_item_rate_cancel_frame	param_private	45
67	0x02d8	i32	sub_item_rate_cancel_frame_fix	param_private	70
67	0x02dc	f32	sub_item_rate_cancel_offset_y	param_private	10
67	0x02e0	f32	final_whole_slow_mul	param_private	1
67	0x02e4	i32	final_hit_after_frame	param_private	60
67	0x02e8	i32	unk_1fb895230d	param_private	40
67	0x02ec	i32	unk_19d8173066	param_private	75
67	0x02f0	f32	unk_133e52f4f0	param_private	35
67	0x02f4	f32	final_finish_attack_angle_min	param_private	60
67	0x02f8	f32	final_finish_attack_angle_max	param_private	
68	0x0140	f32	joint_length	physics_data_whip	1.79999995
68	0x0144	f32	air_resistance	physics_data_whip	0.100000001
68	0x0148	f32	water_resistance	physics_data_whip	0
68	0x014c	f32	collision_size	physics_data_whip	0.449999988
68	0x0150	f32	friction_rate	physics_data_whip	
68	0x0154	f32	inertial_mass	physics_data_whip	
68	0x0200	u32	shape_type	map_collision_cross	
68	0x0204	f32	center_y	map_collision_cross	0
68	0x0208	f32	radius	map_collision_cross	4.30000019
68	0x0270	f32	attack_air_stick_dir_hi_min	param_private	15
68	0x0274	f32	attack_air_stick_dir_hi_max	param_private	65
68	0x0278	f32	attack_air_stick_dir_lw_min	param_private	-65
68	0x027c	f32	attack_air_stick_dir_lw_max	param_private	-15
68	0x0280	f32	attack_lw32_motion_speed_mul	param_private	1
68	0x0284	i32	reflect_shield_rot_speed	param_private	55
68	0x0288	i32	attack_lw32_landing_frame	param_private	25
68	0x028c	f32	lasso_stake_offset_x	param_private	0.949999988
68	0x0290	f32	lasso_stake_offset_y	param_private	-1.58000004
68	0x0294	f32	lasso_raycheck_length	param_private	7
68	0x0298	f32	lasso_raycheck_angle	param_private	270
68	0x029c	f32	lasso_raycheck_length_2	param_private	5.5
68	0x02a0	f32	lasso_raycheck_angle_2	param_private	-30
68	0x02a4	f32	lasso_raycheck_length_3	param_private	5.5
68	0x02a8	f32	lasso_raycheck_angle_3	param_private	-60
68	0x02ac	f32	lasso_raycheck_length_4	param_private	5.5
68	0x02b0	f32	lasso_raycheck_angle_4	param_private	210
68	0x02b4	f32	lasso_raycheck_length_5	param_private	5.5
68	0x02b8	f32	lasso_raycheck_angle_5	param_private	240
68	0x02bc	f32	final_coffin_x	param_private	30
68	0x02c0	f32	final_coffin_y	param_private	0
68	0x02c4	f32	final_coffin_z	param_private	-5
68	0x02c8	f32	final_air_coffin_x	param_private	30
68	0x02cc	f32	final_air_coffin_y	param_private	-10
68	0x02d0	f32	final_air_coffin_z	param_private	-5
68	0x02d4	i32	sub_item_rate_cancel_frame	param_private	45
68	0x02d8	i32	sub_item_rate_cancel_frame_fix	param_private	80
68	0x02dc	f32	sub_item_rate_cancel_offset_y	param_private	10
68	0x02e0	f32	final_whole_slow_mul	param_private	1
68	0x02e4	i32	final_hit_after_frame	param_private	60
68	0x02e8	i32	unk_1fb895230d	param_private	40
68	0x02ec	i32	unk_19d8173066	param_private	75
68	0x02f0	f32	unk_133e52f4f0	param_private	35
68	0x02f4	f32	final_finish_attack_angle_min	param_private	60
68	0x02f8	f32	final_finish_attack_angle_max	param_private	
69	0x00b0	f32	life	param_waist	18.0100002
69	0x00b4	f32	damage_mul	param_waist	0.5
69	0x00b8	f32	damage_mul_special_lw	param_waist	0
69	0x00bc	f32	guard_mark_effect_scale	param_waist	1.29999995
69	0x00c0	i32	hit_stop_frame_min	param_waist	16
69	0x00c4	f32	life_recover	param_waist	0.0799999982
69	0x00c8	f32	crack_life_1	param_waist	11.5
69	0x00cc	f32	crack_life_2	param_waist	6.0999999
69	0x00d0	i32	crack_frame	param_waist	120
69	0x00d4	f32	break_hit_stop_mul	param_waist	1.79999995
69	0x00d8	f32	unk_1bef789506	param_waist	1
69	0x00dc	f32	unk_1b7671c4bc	param_waist	17
69	0x00e0	f32	unk_1b0176f42a	param_waist	33
69	0x00e8	hash40	shield_parts_no	param_waist	0
69	0x00f0	f32	shield_offset_x	param_waist	-1.5
69	0x00f4	f32	shield_offset_y	param_waist	3
69	0x00f8	f32	shield_offset_z	param_waist	2
69	0x00fc	f32	shield_offset_x2	param_waist	-1.5
69	0x0100	f32	shield_offset_y2	param_waist	3
69	0x0104	f32	shield_offset_z2	param_waist	-2
69	0x0108	f32	shield_size	param_waist	7
69	0x0110	hash40	special_lw_shield_parts_no	param_waist	0
69	0x0118	f32	special_lw_shield_offset_x	param_waist	-10
69	0x011c	f32	special_lw_shield_offset_y	param_waist	7.4000001
69	0x0120	f32	special_lw_shield_offset_z	param_waist	4.4000001
69	0x0124	f32	special_lw_shield_offset_x2	param_waist	10
69	0x0128	f32	special_lw_shield_offset_y2	param_waist	
69	0x012c	f32	special_lw_shield_offset_z2	param_waist	
69	0x0130	f32	special_lw_shield_size	param_waist	7.80000019
69	0x0228	f32	special_lw_reflect_power_max	param_private	
69	0x022c	i32	throw_lw_clatter_frame	param_private	60
69	0x0230	f32	throw_lw_clatter_damage_frame	param_private	0.75
69	0x0234	f32	final_dash_speed	param_private	6
69	0x0238	i32	final_dash_frame	param_private	12
69	0x023c	i32	final_dash_cliff_no_stop_frame	param_private	6
69	0x0240	f32	final_dash_end_brake_x	param_private	0.100000001
69	0x0244	f32	final_opponent_scale	param_private	3
69	0x0248	f32	final_opponent_offset_x_1	param_private	0
69	0x024c	f32	final_opponent_offset_y_1	param_private	35
69	0x0250	f32	final_opponent_offset_z_1	param_private	70
69	0x0254	f32	final_opponent_offset_x_2	param_private	30
69	0x0258	f32	final_opponent_offset_y_2	param_private	
69	0x025c	f32	final_opponent_offset_z_2	param_private	
69	0x0260	f32	final_opponent_offset_x_3	param_private	-30
69	0x0264	f32	final_opponent_offset_y_3	param_private	
69	0x0268	f32	final_opponent_offset_z_3	param_private	
69	0x026c	f32	final_opponent_offset_x_4	param_private	60
69	0x0270	f32	final_opponent_offset_y_4	param_private	30
69	0x0274	f32	final_opponent_offset_z_4	param_private	
69	0x0278	f32	final_opponent_offset_x_5	param_private	-60
69	0x027c	f32	final_opponent_offset_y_5	param_private	30
69	0x0280	f32	final_opponent_offset_z_5	param_private	
69	0x0284	f32	final_opponent_offset_x_6	param_private	90
69	0x0288	f32	final_opponent_offset_y_6	param_private	25
69	0x028c	f32	final_opponent_offset_z_6	param_private	
69	0x0290	f32	final_opponent_offset_x_7	param_private	-90
69	0x0294	f32	final_opponent_offset_y_7	param_private	25
69	0x0298	f32	final_opponent_offset_z_7	param_private	
69	0x029c	f32	final_vector_min	param_private	40
69	0x02a0	f32	final_vector_max	param_private	50
70	0x00b0	f32	dummy	param_private	0
70	0x0100	u32	shape_type	map_collision_pot	
70	0x0104	f32	up	map_collision_pot	2
70	0x0108	f32	down	map_collision_pot	0
70	0x010c	f32	half_width	map_collision_pot	2
70	0x0110	u32	shape_type	map_collision_bullet	
70	0x0114	f32	center_y	map_collision_bullet	0
70	0x0118	f32	radius	map_collision_bullet	0.5
70	0x011c	f32	offset_x	param_item_search_catch	13.5
70	0x0120	f32	offset_y	param_item_search_catch	13
70	0x0124	f32	radius	param_item_search_catch	16
70	0x0128	f32	offset_x	param_item_search_catch_dash	14.5
70	0x012c	f32	offset_y	param_item_search_catch_dash	3
70	0x0130	f32	radius	param_item_search_catch_dash	6
70	0x0134	f32	offset_x	param_item_search_catch_turn	16.5
70	0x0138	f32	offset_y	param_item_search_catch_turn	3
70	0x013c	f32	radius	param_item_search_catch_turn	6
70	0x0188	f32	shoot_speed	param_fishingrod	2.20000005
70	0x018c	f32	shoot_speed_flick	param_fishingrod	2.79999995
70	0x0190	f32	shoot_limit_length	param_fishingrod	42
70	0x0194	f32	shoot_limit_length_flick	param_fishingrod	52
70	0x0198	f32	shoot_angle	param_fishingrod	16
70	0x019c	f32	bound_enable_speed	param_fishingrod	0.300000012
70	0x01a0	f32	shoot_float_angle	param_fishingrod	-20
70	0x01a4	f32	bound_speed_mul	param_fishingrod	0.600000024
70	0x01a8	f32	shoot_float_effect_speed_y	param_fishingrod	1.39999998
70	0x01ac	f32	shoot_float_sound_speed_y	param_fishingrod	
70	0x01b0	f32	hook_enable_speed	param_fishingrod	0.5
70	0x01b4	f32	hook_search_size	param_fishingrod	3
70	0x01b8	f32	hook_search_offset_x	param_fishingrod	0
70	0x01bc	f32	hook_search_offset_y	param_fishingrod	0
70	0x01c0	f32	hook_float_angle	param_fishingrod	-45
70	0x01c4	f32	reel_tension	param_fishingrod	0.949999988
70	0x01c8	f32	cut_reel_speed	param_fishingrod	6
70	0x01cc	f32	end_hook_search_size_mul	param_fishingrod	1
70	0x01d0	f32	capture_cut_speed	param_fishingrod	
70	0x01d4	i32	shoot_air_resistance_change_frame	param_fishingrod	24
70	0x01d8	f32	z_range	param_fishingrod	1.5
70	0x01dc	f32	restitution_rate	param_fishingrod	1
70	0x01e0	f32	restitution_range	param_fishingrod	0
70	0x01e4	f32	gravity	param_fishingrod	0
70	0x01e8	f32	air_resistance	param_fishingrod	1
70	0x01f8	hash40	throw_add_damage_max	param_fishingrod	
70	0x0200	hash40	speed_mul_y	param_fishingrod	
70	0x0208	f32	reach_speed	param_fishingline	6
70	0x020c	f32	reach_length_max	param_fishingline	60
70	0x0210	i32	rewind_frame	param_fishingline	9
70	0x0214	f32	fighter_weight	param_fishingline	1
70	0x0218	f32	gravity_hang	param_fishingline	6.19999981
70	0x021c	f32	air_resist_hang	param_fishingline	0.00100000005
70	0x0220	f32	air_resist_max_hang	param_fishingline	10
70	0x0224	i32	air_resist_max_frame_hang	param_fishingline	500
70	0x0228	f32	water_resist_hang	param_fishingline	0
70	0x022c	f32	fighter_size	param_fishingline	1.5
70	0x0230	f32	fighter_offset	param_fishingline	13
70	0x0234	f32	restitution_rate_hang	param_fishingline	0.330000013
70	0x0238	f32	extend_arm_speed	param_fishingline	0.100000001
70	0x023c	i32	extend_arm_frame	param_fishingline	2
70	0x0240	f32	hang_bound_tension	param_fishingline	0.00400000019
70	0x0244	f32	hang_bound_angle	param_fishingline	
70	0x0248	f32	hang_bound_speed_mul	param_fishingline	0.5
70	0x024c	f32	reach_cliff_offset_x	param_fishingline	-1.5
70	0x0250	f32	reach_cliff_offset_y	param_fishingline	0.5
70	0x0254	f32	tip_angle_max	param_fishingline	20
70	0x0258	f32	unk_17f42cfc3c	param_fishingline	7
70	0x025c	f32	hang_dist	param_fishingline	6
70	0x0260	f32	collision_size	param_fishingline	0.5
70	0x0264	f32	gravity	param_fishingline	3.5
70	0x0268	f32	air_resist	param_fishingline	0.5
70	0x026c	f32	restitution_rate	param_fishingline	0.400000006
70	0x0270	f32	restitution_range	param_fishingline	0.5
70	0x0338	u32	shape_type	map_collision_clayrocket	
70	0x033c	f32	up	map_collision_clayrocket	1
70	0x0340	f32	down	map_collision_clayrocket	0
70	0x0344	f32	half_width	map_collision_clayrocket	2
70	0x0348	u32	shape_type	map_collision_clayrocket_fly	
70	0x034c	f32	up	map_collision_clayrocket_fly	7
70	0x0350	f32	down	map_collision_clayrocket_fly	-5
70	0x0354	f32	half_width	map_collision_clayrocket_fly	3.5
70	0x0388	u32	shape_type	map_collision_tomnook	
70	0x038c	f32	up	map_collision_tomnook	8
70	0x0390	f32	down	map_collision_tomnook	-0.5
70	0x0394	f32	half_width	map_collision_tomnook	2
70	0x0398	u32	shape_type	map_collision_office	
70	0x039c	f32	up	map_collision_office	1
70	0x03a0	f32	down	map_collision_office	-0.5
70	0x03a4	f32	half_width	map_collision_office	1
71	0x00b0	f32	dummy	param_private_base	0
71	0x00b4	i32	water_damage_interval	param_water_damage	20
71	0x00b8	f32	water_damage	param_water_damage	0.330000013
71	0x00bc	f32	water_damage_limit	param_water_damage	300
71	0x0108	f32	center_y	camera_range_rope	10
71	0x010c	f32	front	camera_range_rope	19
71	0x0110	f32	back	camera_range_rope	-9
71	0x0114	f32	up	camera_range_rope	12
71	0x0118	f32	down	camera_range_rope	-9
71	0x0168	f32	final_dash_speed	param_private	8
71	0x016c	i32	critical_1_on_1	param_private	1
71	0x0170	i32	final_dash_cliff_no_stop_frame	param_private	6
71	0x0174	f32	final_dash_end_brake_x	param_private	0.150000006
71	0x0178	f32	final_vector_min	param_private	50
71	0x017c	f32	final_vector_max	param_private	65
72	0x00e0	u32	shape_type	map_collision_ironball	
72	0x00e4	f32	up	map_collision_ironball	2.4000001
72	0x00e8	f32	down	map_collision_ironball	-2.4000001
72	0x00ec	f32	half_width	map_collision_ironball	
72	0x0108	i32	final_enemy_interval	param_private	2
72	0x010c	f32	final_attack_upper_spd_y	param_private	0
72	0x0110	f32	final_target_pos_offset	param_private	27
72	0x0114	i32	final_arrive_frame	param_private	10
72	0x0118	f32	final_move_speed	param_private	0
72	0x011c	i32	final_arrive_wait_frame	param_private	0
72	0x0120	f32	final_attack_add_camera_offset_x	param_private	27
72	0x0124	f32	final_attack_add_camera_offset_y	param_private	-15
72	0x0128	f32	final_attack_camera_offset_y	param_private	0
72	0x012c	f32	final_attack_camera_offset_z	param_private	0
72	0x0130	f32	final_attack_camera_offset_time	param_private	0
73	0x0110	u32	shape_type	map_collision_tornadoshot	
73	0x0114	f32	up	map_collision_tornadoshot	8
73	0x0118	f32	down	map_collision_tornadoshot	-3.5
73	0x011c	f32	half_width	map_collision_tornadoshot	4
73	0x0120	u32	shape_type	map_collision_lightshuriken	
73	0x0124	f32	up	map_collision_lightshuriken	2.4000001
73	0x0128	f32	down	map_collision_lightshuriken	-2.4000001
73	0x012c	f32	half_width	map_collision_lightshuriken	
73	0x0130	u32	shape_type	map_collision_chakram	
73	0x0134	f32	up	map_collision_chakram	2.20000005
73	0x0138	f32	down	map_collision_chakram	-2.20000005
73	0x013c	f32	half_width	map_collision_chakram	
73	0x0140	f32	final_shoot_offset_x	param_private	12
73	0x0144	f32	final_shoot_offset_y	param_private	8
73	0x0148	f32	final_wave_speed	param_private	4.69999981
73	0x014c	f32	final_wave_scale	param_private	0.400000006
73	0x0150	f32	final_wave_scale_max	param_private	0.699999988
73	0x0154	f32	final_wave_scale_mul	param_private	1.04999995
73	0x0158	f32	final_wave_blur_length	param_private	0
73	0x015c	f32	final_wave_blur_start_radius_x	param_private	0
73	0x0160	f32	final_wave_blur_start_radius_y	param_private	0
73	0x0164	f32	final_wave_blur_end_radius_x	param_private	0
73	0x0168	f32	final_wave_blur_end_radius_y	param_private	0
73	0x016c	f32	final_wave_blur_power	param_private	0
73	0x0170	f32	final_wave_blur_alpha	param_private	0
74	0x0110	f32	final_a_vy0	param_private	0.300000012
74	0x0114	f32	final_a_ay	param_private	0.00999999978
74	0x0118	f32	final_a_vy_max	param_private	0.075000003
74	0x011c	f32	final_laser_ang_spd	param_private	0.25999999
74	0x0120	f32	final_laser_ang_max	param_private	8
74	0x0124	f32	final_laser_spd	param_private	2.5
74	0x0128	f32	size	param_private	
74	0x012c	f32	final_laser_initial_distance	param_private	210
74	0x0130	f32	final_laser_max_distance	param_private	380
74	0x0168	u32	shape_type	map_collision_laser	
74	0x016c	f32	up	map_collision_laser	2
74	0x0170	f32	down	map_collision_laser	-2
74	0x0174	f32	half_width	map_collision_laser	2
74	0x0178	u32	shape_type	map_collision_fullthrottle	
74	0x017c	f32	up	map_collision_fullthrottle	2
74	0x0180	f32	down	map_collision_fullthrottle	-2
74	0x0184	f32	half_width	map_collision_fullthrottle	2
74	0x01b8	u32	shape_type	map_collision_attack_airf_bullet	
74	0x01bc	f32	up	map_collision_attack_airf_bullet	1
74	0x01c0	f32	down	map_collision_attack_airf_bullet	-1
74	0x01c4	f32	half_width	map_collision_attack_airf_bullet	2
74	0x0228	u32	shape_type	map_collision_gunnercharge	
74	0x022c	f32	up	map_collision_gunnercharge	2
74	0x0230	f32	down	map_collision_gunnercharge	-2
74	0x0234	f32	half_width	map_collision_gunnercharge	2
74	0x0238	u32	shape_type	map_collision_rapidshot_bullet	
74	0x023c	f32	up	map_collision_rapidshot_bullet	1
74	0x0240	f32	down	map_collision_rapidshot_bullet	-1
74	0x0244	f32	half_width	map_collision_rapidshot_bullet	10
74	0x0248	u32	shape_type	map_collision_grenadelauncher	
74	0x024c	f32	up	map_collision_grenadelauncher	1
74	0x0250	f32	down	map_collision_grenadelauncher	-1
74	0x0254	f32	half_width	map_collision_grenadelauncher	1
74	0x02e8	u32	shape_type	map_collision_flamepillar	
74	0x02ec	f32	up	map_collision_flamepillar	2.4000001
74	0x02f0	f32	down	map_collision_flamepillar	-2.4000001
74	0x02f4	f32	half_width	map_collision_flamepillar	
74	0x02f8	u32	shape_type	map_collision_stealthbomb	
74	0x02fc	f32	up	map_collision_stealthbomb	
74	0x0300	f32	down	map_collision_stealthbomb	
74	0x0304	f32	half_width	map_collision_stealthbomb	
74	0x0308	u32	shape_type	map_collision_miimissile	
74	0x030c	f32	up	map_collision_miimissile	
74	0x0310	f32	down	map_collision_miimissile	
74	0x0314	f32	half_width	map_collision_miimissile	
74	0x0318	u32	shape_type	map_collision_supermissile	
74	0x031c	f32	up	map_collision_supermissile	
74	0x0320	f32	down	map_collision_supermissile	
74	0x0324	f32	half_width	map_collision_supermissile	
74	0x03a0	u32	shape_type	map_collision_groundbomb	
74	0x03a4	f32	up	map_collision_groundbomb	2
74	0x03a8	f32	down	map_collision_groundbomb	-2
74	0x03ac	f32	half_width	map_collision_groundbomb	2
75	0x00f8	f32	speed_x_gg	jostle_data_nana	1
75	0x00fc	f32	speed_x_ga	jostle_data_nana	1
75	0x0100	f32	speed_x_ag	jostle_data_nana	1
75	0x0104	f32	speed_x_aa	jostle_data_nana	1
75	0x0108	f32	speed_z	jostle_data_nana	0.200000003
75	0x010c	f32	max_pos_z	jostle_data_nana	3.79999995
75	0x0110	f32	speed_x_gg	jostle_data_nana_small	1
75	0x0114	f32	speed_x_ga	jostle_data_nana_small	1
75	0x0118	f32	speed_x_ag	jostle_data_nana_small	1
75	0x011c	f32	speed_x_aa	jostle_data_nana_small	1
75	0x0120	f32	speed_z	jostle_data_nana_small	
75	0x0124	f32	max_pos_z	jostle_data_nana_small	1
75	0x0128	f32	rebirth_diff_x	param_private	3
75	0x012c	f32	nana_damage_mul	param_private	1.04999995
75	0x0130	f32	nana_damage_reaction_mul	param_private	
75	0x0134	f32	unk_1435e39667	param_private	30
75	0x0138	f32	nana_different_damage_motion_rate	param_private	80
75	0x013c	f32	nana_opt_dst	param_private	25
75	0x0140	i32	nana_delay	param_private	6
75	0x0144	f32	nana_pos_x_offset	param_private	-3
75	0x0148	f32	nana_partner_comp_rate_x	param_private	0.100000001
75	0x014c	f32	nana_opt_dst_max	param_private	5
75	0x0150	f32	nana_opt_near_dst	param_private	25
75	0x0154	f32	nana_partner_near_comp_rate_x	param_private	
75	0x0158	f32	nana_roulette_pos_x_offset	param_private	-7
75	0x015c	f32	nana_warp_sync_dst	param_private	20
75	0x0160	f32	popo_modify_jostle_range	param_private	8
75	0x0164	f32	popo_jostle_add_back	param_private	2
75	0x0168	f32	popo_jostle_weight_mul	param_private	1.60000002
75	0x016c	f32	nana_partner_modify_jostle_comp_rate_x	param_private	0.5
75	0x0170	i32	nana_partner_modify_jostle_comp_rate_continual_frame	param_private	4
75	0x0174	f32	unk_219438148d	param_private	0.5
75	0x0178	f32	unk_214f2437da	param_private	0.5
75	0x017c	i32	nana_cp_rank_for_2	param_private	77
75	0x0180	i32	nana_cp_rank_for_3	param_private	77
75	0x0184	i32	nana_cp_rank_for_4	param_private	77
75	0x0188	i32	nana_cp_rank_for_5	param_private	77
75	0x018c	i32	nana_cp_rank_for_6	param_private	77
75	0x0190	i32	nana_cp_rank_for_7	param_private	77
75	0x0194	i32	nana_cp_rank_for_8	param_private	77
75	0x0198	f32	final_couple_distance	param_private	60
75	0x019c	f32	final_couple_condor_distance	param_private	
75	0x01a0	i32	unk_1a4d9acd60	param_private	120
75	0x01a4	f32	final_scroll_rate	param_private	0
75	0x01a8	i32	final_scroll_rate_change_frame	param_private	0
75	0x01f8	u32	shape_type	map_collision_iceshot	
75	0x01fc	f32	up	map_collision_iceshot	8
75	0x0200	f32	down	map_collision_iceshot	0
75	0x0204	f32	half_width	map_collision_iceshot	4
75	0x0328	f32	offset_x	param_search_condor	0
75	0x032c	f32	offset_y	param_search_condor	13
75	0x0330	f32	offset2_x	param_search_condor	0
75	0x0334	f32	offset2_y	param_search_condor	14
75	0x0338	f32	radius	param_search_condor	8
75	0x0358	u32	shape_type	map_collision_iceberg	
75	0x035c	f32	up	map_collision_iceberg	4
75	0x0360	f32	down	map_collision_iceberg	-4
75	0x0364	f32	half_width	map_collision_iceberg	8
75	0x0380	u32	shape_type	map_collision_whitebear	
75	0x0384	f32	up	map_collision_whitebear	1
75	0x0388	f32	down	map_collision_whitebear	0
75	0x038c	f32	half_width	map_collision_whitebear	0.5
75	0x03a8	u32	shape_type	map_collision_condor	
75	0x03ac	f32	up	map_collision_condor	1
75	0x03b0	f32	down	map_collision_condor	0
75	0x03b4	f32	half_width	map_collision_condor	0.5
76	0x00f8	f32	speed_x_gg	jostle_data_nana	1
76	0x00fc	f32	speed_x_ga	jostle_data_nana	1
76	0x0100	f32	speed_x_ag	jostle_data_nana	1
76	0x0104	f32	speed_x_aa	jostle_data_nana	1
76	0x0108	f32	speed_z	jostle_data_nana	0.200000003
76	0x010c	f32	max_pos_z	jostle_data_nana	3.79999995
76	0x0110	f32	speed_x_gg	jostle_data_nana_small	1
76	0x0114	f32	speed_x_ga	jostle_data_nana_small	1
76	0x0118	f32	speed_x_ag	jostle_data_nana_small	1
76	0x011c	f32	speed_x_aa	jostle_data_nana_small	1
76	0x0120	f32	speed_z	jostle_data_nana_small	
