offset	type	field	source
0x1570	f32	attack_power_mul_for_assist	power_up
0x157c	f32	damage_speed_mul	power_up
0x1580	f32	support_skill_wind_half	power_up
0x1584	f32	support_skill_poison_half	power_up
0x1588	f32	support_skill_damage_floor_half	power_up
0x158c	f32	special_landing_frame_mul	power_up
0x1590	f32	squat_walk_speed_max_mul	power_up
0x1594	f32	unk_237d6a80d4	power_up
0x1598	f32	charge_final_plus_add_gauge_by_attack	power_up
0x159c	f32	unk_326c217b42	power_up
0x15a0	f32	unk_301dc49637	power_up
0x1640	f32	unk_26735fa8d7	effect
0x1644	f32	unk_320c420844	effect
0x1648	u32	unk_1effa1da65	effect
0x164c	f32	falling_smoke_speed_y_threshold	effect
0x1650	f32	unk_1574ddf21c	effect
0x1654	f32	color_blend_camera_depth_max	effect
0x1658	f32	color_blend_camera_depth_min	effect
0x165c	f32	color_blend_camera_depth_max_ortho	effect
0x1660	f32	color_blend_camera_depth_min_ortho	effect
0x1664	f32	unk_1ba8573f9a	effect
0x1668	f32	unk_1b5b1a7a93	effect
0x166c	f32	unk_27db369216	effect
0x1670	f32	unk_2725bf6e65	effect
0x1674	f32	unk_254d5ba956	effect
0x1678	f32	unk_2b76314edd	effect
0x167c	u32	unk_17f46fbb77	effect
0x168c	u32	bio_disp_prob	effect
0x1690	u32	kikai_disp_prob	effect
0x1694	f32	fly_effect_smoke_speed	effect
0x1698	f32	fly_effect_smoke_life_max_reaction_frame	effect
0x169c	f32	fly_effect_smoke_life_min_rate	effect
0x16a0	f32	unk_2989aa9e9e	effect
0x16a4	f32	fly_effect_aura_speed	effect
0x16a8	u32	fly_effect_aura_frame	effect
0x16ac	f32	fly_effect_aura_length	effect
0x16b0	f32	vector_adjust_effect_speed	effect
0x16b4	f32	vector_adjust_effect_angle	effect
0x16b8	f32	vector_adjust_effect_angle_per_frame	effect
0x16bc	f32	vector_adjust_effect_remove_reaction_frame_mul	effect
0x16c0	u32	vector_adjust_effect_remove_frame	effect
0x16c4	f32	dead_effect_slant_scale	effect
0x16c8	f32	damage_flash_screen_reaction	effect
0x1720	u32	damage_song_fall_effect_interval	effect
0x1724	u32	damage_song_effect_interval	effect
0x18b8	f32	effect_line_critical_hit_end_frame	effect
0x18bc	f32	effect_line_critical_hit_fade_frame	effect
0x18c0	f32	effect_line_critical_hit_end_frame_3	effect
0x18c4	f32	effect_line_critical_hit_fade_frame_3	effect
0x18c8	f32	effect_line_finish_hit_hp_end_frame	effect
0x18cc	f32	effect_line_finish_hit_hp_fade_frame	effect
0x1a70	f32	damage_fly_se_dist_s	sound
0x1a74	f32	damage_fly_se_threshold_m	sound
0x1a78	f32	damage_fly_se_dist_m	sound
0x1a7c	f32	damage_fly_se_threshold_l	sound
0x1a80	f32	damage_fly_se_dist_l	sound
0x1a84	f32	damage_fly_se_threshold_voice	sound
0x1a88	u32	unk_258ec5c650	sound
